編號,車位類別,車位價格,車位面積(平方公尺),車位所在樓層
RPXOMLKLQHPFFAO47DA,坡道平面,0,,地下二樓
RPXOMLKLQHPFFAO47DA,坡道平面,0,,地下二樓
RPROMLKLQHPFFAO86DA,坡道平面,1200000,,地下二樓
RPTQMLTKQHPFFAO08DA,坡道平面,0,,地下二樓
RPTQMLTKQHPFFAO08DA,坡道平面,0,,地下二樓
RPQNMLKLQHPFFAO66DA,坡道平面,0,,地下一樓
RPQNMLKLQHPFFAO66DA,坡道平面,0,,地下一樓
RPQPMLTKQHPFFAO67DA,坡道平面,0,,地下五樓含以下
RPQPMLTKQHPFFAO67DA,坡道平面,0,,地下五樓含以下
RPRNMLKLQHPFFAO76DA,坡道平面,0,,地下二樓
RPRNMLKLQHPFFAO76DA,坡道平面,0,,地下二樓
RPPNMLKLQHPFFAO56DA,坡道平面,0,,地下三樓
RPPNMLKLQHPFFAO56DA,坡道平面,0,,地下三樓
RPQQMLTKQHPFFAO77DA,坡道平面,1100000,,地下三樓
RPRQMLTKQHPFFAO87DA,坡道平面,1200000,,地下一樓
RPSQMLTKQHPFFAO97DA,坡道平面,0,,地下三樓
RPSQMLTKQHPFFAO97DA,坡道平面,0,,地下三樓
RPTNMLKLQHPFFAO96DA,坡道平面,0,,地下二樓
RPTNMLKLQHPFFAO96DA,坡道平面,0,,地下二樓
RPSOMLKLQHPFFAO96DA,坡道機械,0,11.36,一樓
RPUNMLKLQHPFFAO07DA,坡道平面,0,,地下二樓
RPUNMLKLQHPFFAO07DA,坡道平面,0,,地下二樓
RPOOMLKLQHPFFAO56DA,坡道平面,1200000,,地下二樓
RPVNMLKLQHPFFAO17DA,坡道平面,0,,地下二樓
RPVNMLKLQHPFFAO17DA,坡道平面,0,,地下二樓
RPWNMLKLQHPFFAO27DA,坡道平面,0,,地下一樓
RPWNMLKLQHPFFAO27DA,坡道平面,0,,地下一樓
RPXNMLKLQHPFFAO37DA,坡道平面,0,,地下三樓
RPXNMLKLQHPFFAO37DA,坡道平面,0,,地下三樓
RPRPMLKLQHPFFAO96DA,坡道平面,1100000,,地下三樓
RPVOMLKLQHPFFAO27DA,坡道平面,0,,地下三樓
RPVOMLKLQHPFFAO27DA,坡道平面,0,,地下三樓
RPOPMLKLQHPFFAO66DA,坡道平面,1100000,,地下一樓
RPSPMLKLQHPFFAO07DA,坡道平面,1100000,,地下三樓
RPTNMLPLQHPFFAO57EA,坡道機械,0,,地下二樓
RPPNMLPLQHPFFAO07DA,坡道機械,0,23.24,地下二樓
RPOOMLOLQHPFFAO96DA,坡道平面,0,,地下三樓
RPQWMLKLQHPFFAO57DA,坡道平面,1200000,,地下二樓
RPUWMLKLQHPFFAO97DA,坡道平面,1300000,,地下一樓
RPOWMLKLQHPFFAO37DA,坡道平面,1100000,,地下二樓
RPVWMLKLQHPFFAO08DA,坡道平面,0,,地下三樓
RPVWMLKLQHPFFAO08DA,坡道平面,0,,地下三樓
RPRWMLKLQHPFFAO67DA,坡道平面,1200000,,地下二樓
RPTWMLKLQHPFFAO87DA,坡道平面,1100000,,地下三樓
RPWWMLKLQHPFFAO18DA,坡道平面,0,,地下三樓
RPWWMLKLQHPFFAO18DA,坡道平面,0,,地下三樓
RPONNLKLQHPFFAO56DA,坡道平面,1100000,,地下二樓
RPPNNLKLQHPFFAO66DA,坡道平面,1100000,,地下三樓
RPQNNLKLQHPFFAO76DA,坡道平面,1100000,,地下二樓
RPRNNLKLQHPFFAO86DA,坡道平面,1100000,,地下二樓
RPUUMLKLQHPFFAO77DA,坡道平面,1000000,,地下三樓
RPRUMLKLQHPFFAO47DA,坡道平面,1100000,,地下三樓
RPTUMLKLQHPFFAO67DA,坡道平面,1100000,,地下二樓
RPSUMLKLQHPFFAO57DA,坡道平面,1000000,,地下三樓
RPWUMLKLQHPFFAO97DA,坡道平面,1100000,,地下二樓
RPPVMLKLQHPFFAO37DA,坡道平面,1100000,,地下三樓
RPQVMLKLQHPFFAO47DA,坡道平面,1200000,,地下一樓
RPXUMLKLQHPFFAO08DA,坡道平面,1200000,,地下二樓
RPTVMLKLQHPFFAO77DA,坡道平面,1000000,,地下三樓
